DATETIME,ID,LOCATION,TARGET,AVERAGE
7/30/2016 7:57,3J2ZM,B,0.7,0.5301
7/30/2016 8:07,3J2YY,B,0.7,0.5385
7/30/2016 8:17,3J2BE,B,0.7,0.5344
7/30/2016 8:27,5X63O,B,0.7,0.689
7/30/2016 8:37,3J2ZO,B,0.7,0.5041
7/30/2016 8:47,3J2WY,B,0.7,0.4776
7/30/2016 8:57,5X64C,B,0.7,0.6759
7/30/2016 9:07,3J2WC,B,0.7,0.498
7/30/2016 9:17,3J2CI,B,0.7,0.5103
7/30/2016 9:27,3J2YG,B,0.7,0.5257
7/30/2016 9:37,3J2JG,B,0.7,0.4833
7/30/2016 9:47,5X66C,B,0.7,0.5913
7/30/2016 9:57,5X66O,B,0.7,0.7201
7/30/2016 10:07,3J32O,B,0.7,0.4672
7/30/2016 10:17,3J34K,B,0.7,0.5266
7/30/2016 10:27,3J32I,B,0.7,0.7588
7/30/2016 10:37,3J33M,B,0.7,0.5688
7/30/2016 10:47,3J2ZC,B,0.7,0.5022
7/30/2016 10:57,3J2YS,B,0.7,0.4938
7/30/2016 11:07,3J33G,B,0.7,0.5391
7/30/2016 11:17,3J2ZI,B,0.7,0.5211
7/30/2016 11:27,3J2BG,B,0.7,0.5421
7/30/2016 11:37,3J356,B,0.7,0.526
7/30/2016 11:47,3J2IM,B,0.7,0.4776
7/30/2016 11:57,3J33K,B,0.7,0.5077
7/30/2016 12:07,3J32W,B,0.7,0.5447
7/30/2016 12:17,5X67C,B,0.7,0.7066
7/30/2016 12:27,3J2YQ,B,0.7,0.4655
7/30/2016 12:37,3J32G,B,0.7,0.5271
7/30/2016 12:47,3J2ZE,B,0.7,0.5017
7/30/2016 12:57,5X664,B,0.7,0.7003
7/30/2016 13:07,3J2BA,B,0.7,0.5124
7/30/2016 13:17,3J32Q,B,0.7,0.5397
7/30/2016 13:27,5X66S,B,0.7,0.6976
7/30/2016 13:37,3J2XK,B,0.7,0.4832
7/30/2016 13:47,5X646,B,0.7,0.6802
7/30/2016 13:57,3J336,B,0.7,0.6016
7/30/2016 14:07,3J334,B,0.7,0.4239
7/30/2016 14:17,3J32S,B,0.7,0.5836
7/30/2016 14:27,3J34O,B,0.7,0.5047
7/30/2016 14:37,3J34W,B,0.7,0.5174
7/30/2016 14:47,3J36K,B,0.7,0.5092
7/30/2016 14:57,3J32U,B,0.7,0.4665
7/30/2016 15:07,3J34U,B,0.7,0.518
7/30/2016 15:17,5X66A,B,0.7,0.6921
7/30/2016 15:27,5X640,B,0.7,0.7127
7/30/2016 15:37,5X65U,B,0.7,0.6717
7/30/2016 15:47,5X678,B,0.7,0.6649
7/30/2016 15:57,3J284,B,0.7,0.4869
7/30/2016 16:07,3J364,B,0.7,0.4698
7/30/2016 16:17,3J2ZS,B,0.7,0.4869
7/30/2016 16:27,3J362,B,0.7,0.5487
7/30/2016 16:37,3J32Y,B,0.7,0.5211
7/30/2016 16:47,3J33E,B,0.7,0.5414
7/30/2016 16:57,3J34I,B,0.7,0.5541
7/30/2016 17:07,3J33C,B,0.7,0.4713
7/30/2016 17:17,3J33O,B,0.7,0.5516
7/30/2016 17:27,3J366,B,0.7,0.6433
7/30/2016 17:37,5X66I,B,0.7,0.6894
7/30/2016 17:47,5X642,B,0.7,0.6434
7/30/2016 17:57,3J360,B,0.7,0.5573
7/30/2016 18:07,3J33S,B,0.7,0.5925
7/30/2016 18:17,3J35K,B,0.7,0.5305
7/30/2016 18:27,3J354,B,0.7,0.4828
7/30/2016 18:37,3J2XQ,B,0.7,0.4069
7/30/2016 18:47,3J340,B,0.7,0.5314
7/30/2016 18:57,3J35Q,B,0.7,0.5276
7/30/2016 19:07,3J2S2,B,0.7,0.5242
7/30/2016 19:17,3J35M,B,0.7,0.5331
7/30/2016 19:27,5X66U,B,0.7,0.697
7/30/2016 19:37,3J33Y,B,0.7,0.4103
7/30/2016 19:47,3J33I,B,0.7,0.4708
7/30/2016 19:57,5X67M,B,0.7,0.8001
7/30/2016 20:07,3J348,B,0.7,0.5304
7/30/2016 20:17,5X66M,B,0.7,0.6494
7/30/2016 20:27,3J34A,B,0.7,0.5465
7/30/2016 20:37,3J33U,B,0.7,0.5777
7/30/2016 20:47,3J352,B,0.7,0.4805
7/30/2016 20:57,3J342,B,0.7,0.549
7/30/2016 21:07,5X66Y,B,0.7,0.6724
7/30/2016 21:17,5X66W,B,0.7,0.7388
7/30/2016 21:27,3J346,B,0.7,0.4815
7/30/2016 21:37,5X67A,B,0.7,0.6653
7/30/2016 21:47,3J36G,B,0.7,0.5228
7/30/2016 21:57,3J36O,B,0.7,0.4838
7/30/2016 22:07,3J35O,B,0.7,0.5004
7/30/2016 22:17,3J33W,B,0.7,0.6315
7/30/2016 22:27,3J37Q,B,0.7,0.5681
7/30/2016 22:37,3J37C,B,0.7,0.5703
7/30/2016 22:47,3J35C,B,0.7,0.514
7/30/2016 22:57,5X67K,B,0.7,0.6381
7/30/2016 23:07,3J38E,B,0.7,0.5197
7/30/2016 23:17,3J34Q,B,0.7,0.5098
7/30/2016 23:27,5X66Q,B,0.7,0.6751
7/30/2016 23:37,5X666,B,0.7,0.6869
7/30/2016 23:47,5X67Q,B,0.7,0.7366
7/30/2016 23:57,5X67O,B,0.7,0.7015
7/31/2016 0:07,5X67W,B,0.7,0.7497
7/31/2016 0:17,3J374,B,0.7,0.4828
7/31/2016 0:27,5X66K,B,0.7,0.6314
7/31/2016 0:37,5X66G,B,0.7,0.7108
7/31/2016 0:47,5X644,B,0.7,0.7456
7/31/2016 0:57,3J35I,B,0.7,0.5266
7/31/2016 1:07,3J35Y,B,0.7,0.5333
7/31/2016 1:17,3J368,B,0.7,0.5902
7/31/2016 1:27,3J36W,B,0.7,0.5039
7/31/2016 1:37,3J38U,B,0.7,0.5128
7/31/2016 1:47,3J36S,B,0.7,0.4844
7/31/2016 1:57,5X67S,B,0.7,0.6463
7/31/2016 2:07,5X670,B,0.7,0.5871
7/31/2016 2:17,3J370,B,0.7,0.5573
7/31/2016 2:27,3J34C,B,0.7,0.4622
7/31/2016 2:37,5X6D4,B,0.7,0.6021
7/31/2016 2:47,3J390,B,0.7,0.4434
7/31/2016 2:57,3J36C,B,0.7,0.4275
7/31/2016 3:07,3J35U,B,0.7,0.4614
7/31/2016 3:17,5X66E,B,0.7,0.6815
7/31/2016 3:27,3J34G,B,0.7,0.4245
7/31/2016 3:37,3J34M,B,0.7,0.5282
7/31/2016 3:47,3J36Y,B,0.7,0.4811
7/31/2016 3:57,3J38Q,B,0.7,0.5099
7/31/2016 4:07,3J37I,B,0.7,0.5199
7/31/2016 4:17,3J36I,B,0.7,0.5058
7/31/2016 4:27,3J37G,B,0.7,0.5209
7/31/2016 4:37,3J38K,B,0.7,0.4536
7/31/2016 4:47,3J38S,B,0.7,0.4521
7/31/2016 4:57,3J37S,B,0.7,0.5239
7/31/2016 5:07,5X6CG,B,0.7,0.6845
7/31/2016 5:17,5X6CW,B,0.7,0.6488
7/31/2016 5:27,5X6C6,B,0.7,0.7299
7/31/2016 5:37,3J2XA,B,0.7,0.48
7/31/2016 5:47,3J3GU,B,0.7,0.5101
7/31/2016 5:57,5X6CM,B,0.7,0.6369
7/31/2016 6:07,3J386,B,0.7,0.5406
7/31/2016 6:17,3J382,B,0.7,0.4394
7/31/2016 6:27,3J372,B,0.7,0.444
7/31/2016 6:37,3J2YE,B,0.7,0.4469
7/31/2016 6:47,3J38W,B,0.7,0.4957
7/31/2016 6:57,3J37O,B,0.7,0.5528
7/31/2016 7:07,5X6CS,B,0.7,0.6173
7/31/2016 7:17,3J2WK,B,0.7,0.4761
7/31/2016 7:27,3J38O,B,0.7,0.4436
7/31/2016 7:37,5X6DC,B,0.7,0.6449
7/31/2016 7:47,5X6CI,B,0.7,0.6388
7/31/2016 7:57,5X6CE,B,0.7,0.6198
7/31/2016 8:07,5X6C8,B,0.7,0.6171
7/31/2016 8:17,3J37K,B,0.7,0.5159
7/31/2016 8:27,5X6CC,B,0.7,0.6424
7/31/2016 8:37,3J39K,B,0.7,0.4128
7/31/2016 8:47,3J2YK,B,0.7,0.5092
7/31/2016 8:57,3J36M,B,0.7,0.5567
7/31/2016 9:07,5X6CY,B,0.7,0.6835
7/31/2016 9:17,5X67U,B,0.7,0.7613
7/31/2016 9:27,3J2Y2,B,0.7,0.4177
7/31/2016 9:37,3J2YO,B,0.7,0.5391
7/31/2016 9:47,3J2WA,B,0.7,0.4415
7/31/2016 9:57,3J2W2,B,0.7,0.5658
7/31/2016 10:07,3J330,B,0.7,0.5316
7/31/2016 10:17,3J302,B,0.7,0.5787
7/31/2016 10:27,3J2ZW,B,0.7,0.5582
7/31/2016 10:37,5X6DA,B,0.7,0.6136
7/31/2016 10:47,3J2WU,B,0.7,0.4767
7/31/2016 10:57,5X6CQ,B,0.7,0.663
7/31/2016 11:07,5X6CU,B,0.7,0.6294
7/31/2016 11:17,5X6CK,B,0.7,0.6264
7/31/2016 11:27,3J3DG,B,0.7,0.5432
7/31/2016 11:37,3J3FY,B,0.7,0.5487
7/31/2016 11:47,3J36U,B,0.7,0.4196
7/31/2016 11:57,5X6C4,B,0.7,0.6386
7/31/2016 12:07,3J37Y,B,0.7,0.5128
7/31/2016 12:17,3J3A2,B,0.7,0.5073
7/31/2016 12:27,3J384,B,0.7,0.5851
7/31/2016 12:37,3J376,B,0.7,0.4723
7/31/2016 12:47,3J38I,B,0.7,0.4866
7/31/2016 12:57,5X6D2,B,0.7,0.6659
7/31/2016 13:07,5X6E2,B,0.7,0.6554
7/31/2016 13:17,3J38C,B,0.7,0.458
7/31/2016 13:27,5X6D6,B,0.7,0.5515
7/31/2016 13:37,5X6CA,B,0.7,0.7164
7/31/2016 13:47,3J2ZK,B,0.7,0.5382
7/31/2016 13:57,5X6D8,B,0.7,0.6825
7/31/2016 14:07,5X6E6,B,0.7,0.5917
7/31/2016 14:17,3J3D2,B,0.7,0.4847
7/31/2016 14:27,3J3DE,B,0.7,0.4751
7/31/2016 14:37,3J3D8,B,0.7,0.575
7/31/2016 14:47,3J3DA,B,0.7,0.5094
7/31/2016 14:57,3J3GS,B,0.7,0.5248
7/31/2016 15:07,3J3GC,B,0.7,0.5232
7/31/2016 15:17,5X6DY,B,0.7,0.6943
7/31/2016 15:27,5X6E8,B,0.7,0.7088
7/31/2016 15:37,3J3DS,B,0.7,0.5158
7/31/2016 15:47,3J3GA,B,0.7,0.5461
7/31/2016 15:57,3J3G6,B,0.7,0.557
7/31/2016 16:07,5X6EC,B,0.7,0.6533
7/31/2016 16:17,5X6EG,B,0.7,0.6263
7/31/2016 16:27,5X6EO,B,0.7,0.6611
7/31/2016 16:37,3J3G8,B,0.7,0.5064
7/31/2016 16:47,5X6F2,B,0.7,0.66
7/31/2016 16:57,3J2XU,B,0.7,0.5072
7/31/2016 17:07,3J32M,B,0.7,0.4862
7/31/2016 17:17,3J3IQ,B,0.7,0.5175
7/31/2016 17:27,3J34S,B,0.7,0.5221
7/31/2016 17:37,3J37U,B,0.7,0.511
7/31/2016 17:47,3J3G2,B,0.7,0.559
7/31/2016 17:57,3J3DC,B,0.7,0.4782
7/31/2016 18:07,3J3GW,B,0.7,0.4877
7/31/2016 18:17,3J3GI,B,0.7,0.5301
7/31/2016 18:27,3J3H6,B,0.7,0.492
7/31/2016 18:37,3J3GO,B,0.7,0.5275
7/31/2016 18:47,5X6E0,B,0.7,0.7885
7/31/2016 18:57,5X6F4,B,0.7,0.656
7/31/2016 19:07,5X6EU,B,0.7,0.6165
7/31/2016 19:17,5X6EI,B,0.7,0.5954
7/31/2016 19:27,5X6E4,B,0.7,0.6334
7/31/2016 19:37,5X6F8,B,0.7,0.7071
7/31/2016 19:47,3J3I6,B,0.7,0.4532
7/31/2016 19:57,3J3DM,B,0.7,0.5485
7/31/2016 20:07,3J3GG,B,0.7,0.5378
7/31/2016 20:17,3J3D4,B,0.7,0.554
7/31/2016 20:27,5X6FK,B,0.7,0.6812
7/31/2016 20:37,5X6F6,B,0.7,0.6678
7/31/2016 20:47,5X6EE,B,0.7,0.6578
7/31/2016 20:57,5X6FC,B,0.7,0.6641
7/31/2016 21:07,5X6EA,B,0.7,0.5778
7/31/2016 21:17,5X6G8,B,0.7,0.6322
7/31/2016 21:27,3J3IO,B,0.7,0.4206
7/31/2016 21:37,5X6G0,B,0.7,0.7084
7/31/2016 21:47,5X6FY,B,0.7,0.7309
7/31/2016 21:57,3J3HC,B,0.7,0.5332
7/31/2016 22:07,3J3IC,B,0.7,0.5209
7/31/2016 22:17,3J3IK,B,0.7,0.5181
7/31/2016 22:27,3J3I2,B,0.7,0.5037
7/31/2016 22:37,3J3HA,B,0.7,0.4846
7/31/2016 22:47,5X6FG,B,0.7,0.6885
7/31/2016 22:57,5X6EM,B,0.7,0.6771
7/31/2016 23:07,5X6FA,B,0.7,0.7012
7/31/2016 23:17,3J380,B,0.7,0.5254
7/31/2016 23:27,3J3IG,B,0.7,0.5092
7/31/2016 23:37,3J3LQ,B,0.7,0.5409
7/31/2016 23:47,5X6FQ,B,0.7,0.7025
7/31/2016 23:57,3J3LE,B,0.7,0.5013
8/1/2016 0:07,3J3LW,B,0.7,0.5259
8/1/2016 0:17,5X6FM,B,0.7,0.7202
8/1/2016 0:27,5X6FS,B,0.7,0.7507
8/1/2016 0:37,3J3JI,B,0.7,0.5056
8/1/2016 0:47,5X6GC,B,0.7,0.7211
8/1/2016 0:57,3J3KM,B,0.7,0.5957
8/1/2016 1:07,3J3JM,B,0.7,0.4729
8/1/2016 1:17,5X6G4,B,0.7,0.6678
8/1/2016 1:27,3J3II,B,0.7,0.4912
8/1/2016 1:37,5X6FE,B,0.7,0.6376
8/1/2016 1:47,3J35W,B,0.7,0.4831
8/1/2016 1:57,3J3F0,B,0.7,0.5023
8/1/2016 2:07,3J3F4,B,0.7,0.5028
8/1/2016 2:17,5X6GE,B,0.7,0.6687
8/1/2016 2:27,5X6FI,B,0.7,0.642
8/1/2016 2:37,5X6GK,B,0.7,0.6424
8/1/2016 2:47,5X6FO,B,0.7,0.6752
8/1/2016 2:57,3J3IS,B,0.7,0.5639
8/1/2016 3:07,3J3FK,B,0.7,0.49
8/1/2016 3:17,3J35S,B,0.7,0.5344
8/1/2016 3:27,3J38Y,B,0.7,0.5215
8/1/2016 3:37,5X6FW,B,0.7,0.7024
8/1/2016 3:47,3J3H8,B,0.7,0.5652
8/1/2016 3:57,3J332,B,0.7,0.5595
8/1/2016 4:07,3J35G,B,0.7,0.5275
8/1/2016 4:17,3J3E8,B,0.7,0.5857
8/1/2016 4:27,3J36E,B,0.7,0.5191
8/1/2016 4:37,3J3FQ,B,0.7,0.5523
8/1/2016 4:47,3J3EM,B,0.7,0.5415
8/1/2016 4:57,5X6G6,B,0.7,0.7125
8/1/2016 5:07,3J3F6,B,0.7,0.5216
8/1/2016 5:17,3J3EY,B,0.7,0.5492
8/1/2016 5:27,3J3F8,B,0.7,0.5561
8/1/2016 5:37,5X6GI,B,0.7,0.6825
8/1/2016 5:47,3J3JG,B,0.7,0.4597
8/1/2016 5:57,3J3FC,B,0.7,0.5318
8/1/2016 6:07,3J3IM,B,0.7,0.5176
8/1/2016 6:17,3J3FI,B,0.7,0.5156
8/1/2016 6:27,5X6GO,B,0.7,0.6957
8/1/2016 6:37,3J3JW,B,0.7,0.5228
8/1/2016 6:47,5X6GM,B,0.7,0.6921
8/1/2016 6:57,3J3FO,B,0.7,0.5338
8/1/2016 7:07,3J3G4,B,0.7,0.5021
8/1/2016 7:17,3J3AE,B,0.7,0.4647
8/1/2016 7:27,3J3KG,B,0.7,0.5272
8/1/2016 7:37,3J35E,B,0.7,0.4862
8/1/2016 7:47,5X6GG,B,0.7,0.6839
8/1/2016 7:57,3J3L4,B,0.7,0.5623
8/1/2016 8:07,3J3LK,B,0.7,0.4993
8/1/2016 8:17,3J3FU,B,0.7,0.5834
8/1/2016 8:27,3J3FG,B,0.7,0.509
8/1/2016 8:37,3J3JS,B,0.7,0.5421
8/1/2016 8:47,5X6G2,B,0.7,0.7108
8/1/2016 8:57,3J3KC,B,0.7,0.5168
8/1/2016 9:07,5X6GA,B,0.7,0.7196
8/1/2016 9:17,3J3FM,B,0.7,0.4841
8/1/2016 9:27,3J3GM,B,0.7,0.5419
8/1/2016 9:37,3J3HM,B,0.7,0.485
8/1/2016 9:47,5X6H0,B,0.7,0.6552
8/1/2016 9:57,3J3OQ,B,0.7,0.5407
8/1/2016 10:07,5X6GW,B,0.7,0.7163
8/1/2016 10:17,5X6EW,B,0.7,0.6471
8/1/2016 10:27,3J3OI,B,0.7,0.5824
8/1/2016 10:37,3J3H2,B,0.7,0.5311
8/1/2016 10:47,3J3OK,B,0.7,0.5316
8/1/2016 10:57,3J37M,B,0.7,0.5588
8/1/2016 11:07,5X6GU,B,0.7,0.6821
8/1/2016 11:17,3J3L2,B,0.7,0.5077
8/1/2016 11:27,3J3OM,B,0.7,0.5595
8/1/2016 11:37,3J3L6,B,0.7,0.5236
8/1/2016 11:47,3J3HE,B,0.7,0.5641
8/1/2016 11:57,3J3PA,B,0.7,0.5245
8/1/2016 12:07,3J3PC,B,0.7,0.5194
8/1/2016 12:17,3J3JU,B,0.7,0.5728
8/1/2016 12:27,3J3HS,B,0.7,0.5566
8/1/2016 12:37,3J3EW,B,0.7,0.5303
8/1/2016 12:47,3J3HI,B,0.7,0.5504
8/1/2016 12:57,3J3NW,B,0.7,0.6239
8/1/2016 13:07,3J3M6,B,0.7,0.5362
8/1/2016 13:17,3J3N2,B,0.7,0.6062
8/1/2016 13:27,3J3KO,B,0.7,0.5376
8/1/2016 13:37,5X6HC,B,0.7,0.6891
8/1/2016 13:47,5X6DS,B,0.7,0.7352
8/1/2016 13:57,5X6IS,B,0.7,0.7529
8/1/2016 14:07,5X6H4,B,0.7,0.7315
8/1/2016 14:17,5X6DO,B,0.7,0.7417
8/1/2016 14:27,3J3MO,B,0.7,0.4813
8/1/2016 14:37,5X6HU,B,0.7,0.7008
8/1/2016 14:47,3J3KU,B,0.7,0.5504
8/1/2016 14:57,3J3NC,B,0.7,0.5094
8/1/2016 15:07,3J3I0,B,0.7,0.537
8/1/2016 15:17,3J3IY,B,0.7,0.5811
8/1/2016 15:27,5X6HS,B,0.7,0.5081
8/1/2016 15:37,5X6I8,B,0.7,0.7256
8/1/2016 15:47,3J3GY,B,0.7,0.5637
8/1/2016 15:57,5X6H6,B,0.7,0.7329
8/1/2016 16:07,5X6DE,B,0.7,0.7439
8/1/2016 16:17,3J3LO,B,0.7,0.5374
8/1/2016 16:27,5X6DQ,B,0.7,0.6725
8/1/2016 16:37,3J3J2,B,0.7,0.5793
8/1/2016 16:47,3J3LA,B,0.7,0.5391
8/1/2016 16:57,3J3HK,B,0.7,0.5053
8/1/2016 17:07,3J3LI,B,0.7,0.5179
8/1/2016 17:17,3J3L8,B,0.7,0.5281
8/1/2016 17:27,5X6DI,B,0.7,0.6655
8/1/2016 17:37,3J3HO,B,0.7,0.5671
8/1/2016 17:47,3J3HQ,B,0.7,0.564
8/1/2016 17:57,5X6H8,B,0.7,0.6471
8/1/2016 18:07,3J3K4,B,0.7,0.5454
8/1/2016 18:17,3J3J0,B,0.7,0.5448
8/1/2016 18:27,3J3GQ,B,0.7,0.5063
8/1/2016 18:37,5X6HG,B,0.7,0.6785
8/1/2016 18:47,3J3J4,B,0.7,0.6007
8/1/2016 18:57,5X6IC,B,0.7,0.6739
8/1/2016 19:07,5X6DG,B,0.7,0.711
8/1/2016 19:17,3J3JA,B,0.7,0.514
8/1/2016 19:27,3J3OO,B,0.7,0.5928
8/1/2016 19:37,5X6ES,B,0.7,0.6461
8/1/2016 19:47,5X6HO,B,0.7,0.6154
8/1/2016 19:57,3J3K6,B,0.7,0.5944
8/1/2016 20:07,3J3P2,B,0.7,0.5491
8/1/2016 20:17,3J3KQ,B,0.7,0.5083
8/1/2016 20:27,3J3KY,B,0.7,0.5342
8/1/2016 20:37,3J3FW,B,0.7,0.553
8/1/2016 20:47,5X6IE,B,0.7,0.695
8/1/2016 20:57,5X6HW,B,0.7,0.6426
8/1/2016 21:07,5X6IG,B,0.7,0.7119
8/1/2016 21:17,5X6I6,B,0.7,0.6924
8/1/2016 21:27,3J3M8,B,0.7,0.6017
8/1/2016 21:37,5X6I0,B,0.7,0.6642
8/1/2016 21:47,3J3HU,B,0.7,0.5602
8/1/2016 21:57,3J3M4,B,0.7,0.5525
8/1/2016 22:07,3J3HW,B,0.7,0.5529
8/1/2016 22:17,5X6J8,B,0.7,0.7232
8/1/2016 22:27,5X6HK,B,0.7,0.693
8/1/2016 22:37,3J3MC,B,0.7,0.6018
8/1/2016 22:47,3J3IW,B,0.7,0.5431
8/1/2016 22:57,5X6DM,B,0.7,0.7223
8/1/2016 23:07,3J3JC,B,0.7,0.5617
8/1/2016 23:17,5X6IY,B,0.7,0.8932
8/1/2016 23:27,3J3MA,B,0.7,0.5172
8/1/2016 23:37,3J3P0,B,0.7,0.5632
8/1/2016 23:47,3J3JE,B,0.7,0.4995
8/1/2016 23:57,5X6JA,B,0.7,0.7045
8/2/2016 0:07,3J3K2,B,0.7,0.5403
8/2/2016 0:17,5X6JE,B,0.7,0.6975
8/2/2016 0:27,5X6HA,B,0.7,0.6845
8/2/2016 0:37,3J3LU,B,0.7,0.5636
8/2/2016 0:47,3J3OW,B,0.7,0.5412
8/2/2016 0:57,3J3P4,B,0.7,0.5788
8/2/2016 1:07,5X6J6,B,0.7,0.6973
8/2/2016 1:17,3J3K0,B,0.7,0.5551
8/2/2016 1:27,3J3MY,B,0.7,0.5593
8/2/2016 1:37,3J3MS,B,0.7,0.5599
8/2/2016 1:47,3J3MU,B,0.7,0.4889
8/2/2016 1:57,5X6I2,B,0.7,0.6989
8/2/2016 2:07,3J3MM,B,0.7,0.6178
8/2/2016 2:17,3J3O2,B,0.7,0.5303
8/2/2016 2:27,5X6JK,B,0.7,0.7143
8/2/2016 2:37,5X6JG,B,0.7,0.6315
8/2/2016 2:47,3J3OY,B,0.7,0.5406
8/2/2016 2:57,3J3NG,B,0.7,0.5124
8/2/2016 3:07,3J3O4,B,0.7,0.5878
8/2/2016 3:17,3J3O0,B,0.7,0.5007
8/2/2016 3:27,5X6J4,B,0.7,0.6941
8/2/2016 3:37,5X6JI,B,0.7,0.6669
8/2/2016 3:47,5X6JC,B,0.7,0.6809
8/2/2016 3:57,5X6JM,B,0.7,0.6589
8/2/2016 4:07,5X6I4,B,0.7,0.7071
8/2/2016 4:17,5X6JQ,B,0.7,0.6846
8/2/2016 4:27,5X6IW,B,0.7,0.7379
8/2/2016 4:37,5X6HI,B,0.7,0.7521
8/2/2016 4:47,5X6HM,B,0.7,0.7408
8/2/2016 4:57,5X6KE,B,0.7,0.6641
8/2/2016 5:07,5X6JS,B,0.7,0.5942
8/2/2016 5:17,5X6K0,B,0.7,0.6187
8/2/2016 5:27,5X6K8,B,0.7,0.6565
8/2/2016 5:37,5X6H2,B,0.7,0.7155
8/2/2016 5:47,5X6HQ,B,0.7,0.7354
8/2/2016 5:57,5X6JW,B,0.7,0.6525
8/2/2016 6:07,5X6KK,B,0.7,0.6387
8/2/2016 6:17,5X6KQ,B,0.7,0.6556
8/2/2016 6:27,5X6KC,B,0.7,0.6659
