DATETIME,ID,LOCATION,TARGET,AVERAGE
7/29/2016 15:39,G90KE,A,0.4,0.4601
7/29/2016 15:49,J7198,A,0.4,0.4655
7/29/2016 15:59,J71AW,A,0.4,0.4559
7/29/2016 16:09,J71DO,A,0.4,0.4931
7/29/2016 16:19,J71AM,A,0.4,0.4655
7/29/2016 16:29,K93D4,A,0.4,0.5332
7/29/2016 16:39,K93NC,A,0.4,0.4786
7/29/2016 16:49,K93NE,A,0.4,0.4432
7/29/2016 16:59,J71BC,A,0.4,0.4053
7/29/2016 17:09,L52VG,A,0.4,0.5057
7/29/2016 17:19,K93UA,A,0.4,0.4797
7/29/2016 17:29,L52VE,A,0.4,0.5151
7/29/2016 17:39,J71E4,A,0.4,0.4757
7/29/2016 17:49,K93C8,A,0.4,0.4852
7/29/2016 17:59,7R0BU,A,0.4,0.4319
7/29/2016 18:09,K93NI,A,0.4,0.518
7/29/2016 18:19,K93NA,A,0.4,0.5172
7/29/2016 18:29,K93DC,A,0.4,0.4714
7/29/2016 18:39,J718C,A,0.4,0.4514
7/29/2016 18:49,J71C4,A,0.4,0.489
7/29/2016 18:59,J718K,A,0.4,0.5302
7/29/2016 19:09,J719G,A,0.4,0.4846
7/29/2016 19:19,8M15O,A,0.4,0.5179
7/29/2016 19:29,N805A,A,0.4,0.5214
7/29/2016 19:39,K93P8,A,0.4,0.4785
7/29/2016 19:49,K93PY,A,0.4,0.4628
7/29/2016 19:59,J71EK,A,0.4,0.4751
7/29/2016 20:09,K93WA,A,0.4,0.4003
7/29/2016 20:19,J71C6,A,0.4,0.4215
7/29/2016 20:29,K93NS,A,0.4,0.4762
7/29/2016 20:39,J71DA,A,0.4,0.4576
7/29/2016 20:49,K93P6,A,0.4,0.449
7/29/2016 20:59,L52NY,A,0.4,0.4617
7/29/2016 21:09,L52WY,A,0.4,0.4931
7/29/2016 21:19,L52SS,A,0.4,0.4971
7/29/2016 21:29,K93N6,A,0.4,0.3546
7/29/2016 21:39,G90M2,A,0.4,0.4269
7/29/2016 21:49,K93O8,A,0.4,0.4982
7/29/2016 21:59,J90E8,A,0.4,0.4675
7/29/2016 22:09,L52TY,A,0.4,0.3933
7/29/2016 22:19,K93OY,A,0.4,0.438
7/29/2016 22:29,G90M4,A,0.4,0.4237
7/29/2016 22:39,L52VI,A,0.4,0.4068
7/29/2016 22:49,4S10K,A,0.4,0.4876
7/29/2016 22:59,4X1P8,A,0.4,0.5682
7/29/2016 23:09,4E1GY,A,0.4,0.5027
7/29/2016 23:19,J90DW,A,0.4,0.4956
7/29/2016 23:29,J90DU,A,0.4,0.492
7/29/2016 23:39,J90D4,A,0.4,0.4646
7/29/2016 23:49,J90E0,A,0.4,0.5025
7/29/2016 23:59,L52VA,A,0.4,0.4144
7/30/2016 0:09,J90D2,A,0.4,0.4997
7/30/2016 0:19,K93PE,A,0.4,0.4618
7/30/2016 0:29,K93O6,A,0.4,0.5087
7/30/2016 0:39,J7186,A,0.4,0.4993
7/30/2016 0:49,J70YK,A,0.4,0.5205
7/30/2016 0:59,J71FQ,A,0.4,0.5287
7/30/2016 1:09,K93OK,A,0.4,0.3963
7/30/2016 1:19,K93NK,A,0.4,0.4775
7/30/2016 1:29,J71E8,A,0.4,0.5198
7/30/2016 1:39,J71DQ,A,0.4,0.5284
7/30/2016 1:49,8M140,A,0.4,0.66
7/30/2016 1:59,8M10Y,A,0.4,0.5879
7/30/2016 2:09,K93OG,A,0.4,0.4742
7/30/2016 2:19,K93UQ,A,0.4,0.4727
7/30/2016 2:29,1A10S,A,0.4,0.5163
7/30/2016 2:39,K93PI,A,0.4,0.4853
7/30/2016 2:49,S50O0,A,0.4,0.4935
7/30/2016 2:59,S50O2,A,0.4,0.4597
7/30/2016 3:09,L52W8,A,0.4,0.4219
7/30/2016 3:19,1A10O,A,0.4,0.5263
7/30/2016 3:29,K93TK,A,0.4,0.4824
7/30/2016 3:39,1A10Q,A,0.4,0.4778
7/30/2016 3:49,J71CW,A,0.4,0.4254
7/30/2016 3:59,L52XG,A,0.4,0.449
7/30/2016 4:09,K93NY,A,0.4,0.4258
7/30/2016 4:19,K93U2,A,0.4,0.4681
7/30/2016 4:29,L52WQ,A,0.4,0.4322
7/30/2016 4:39,L52VW,A,0.4,0.4154
7/30/2016 4:49,4X1PG,A,0.4,0.5135
7/30/2016 4:59,4X1P2,A,0.4,0.654
7/30/2016 5:09,K93TS,A,0.4,0.4422
7/30/2016 5:19,K93PS,A,0.4,0.4388
7/30/2016 5:29,K93TO,A,0.4,0.4706
7/30/2016 5:39,1A10U,A,0.4,0.4625
7/30/2016 5:49,J90EU,A,0.4,0.4636
7/30/2016 5:59,7R0BO,A,0.4,0.5189
7/30/2016 6:09,S50O6,A,0.4,0.5222
7/30/2016 6:19,J90EE,A,0.4,0.516
7/30/2016 6:29,K93O4,A,0.4,0.4737
7/30/2016 6:39,1A10K,A,0.4,0.4713
7/30/2016 6:49,S50O8,A,0.4,0.4465
7/30/2016 6:59,J90EC,A,0.4,0.5231
7/30/2016 7:09,L52XM,A,0.4,0.4566
7/30/2016 7:19,L52Z0,A,0.4,0.4524
7/30/2016 7:29,L52WA,A,0.4,0.4437
7/30/2016 7:39,L52XO,A,0.4,0.5319
7/30/2016 7:49,S50O4,A,0.4,0.4468
7/30/2016 7:59,J713Y,A,0.4,0.4299
7/30/2016 8:09,J71FE,A,0.4,0.4477
7/30/2016 8:19,K93PC,A,0.4,0.5306
7/30/2016 8:29,J71EU,A,0.4,0.4805
7/30/2016 8:39,J71ES,A,0.4,0.4808
7/30/2016 8:49,L52WW,A,0.4,0.441
7/30/2016 8:59,L52XA,A,0.4,0.5111
7/30/2016 9:09,L52Z4,A,0.4,0.4858
7/30/2016 9:19,G90M0,A,0.4,0.4588
7/30/2016 9:29,K93O2,A,0.4,0.4295
7/30/2016 9:39,J71B8,A,0.4,0.4435
7/30/2016 9:49,J714U,A,0.4,0.5479
7/30/2016 9:59,L52VM,A,0.4,0.508
7/30/2016 10:09,9ZAL4,A,0.4,0.4618
7/30/2016 10:19,J71DW,A,0.4,0.4547
7/30/2016 10:29,J71EE,A,0.4,0.3943
7/30/2016 10:39,5F0YE,A,0.4,0.3917
7/30/2016 10:49,K93U6,A,0.4,0.5348
7/30/2016 10:59,L52OI,A,0.4,0.4678
7/30/2016 11:09,J719M,A,0.4,0.3859
7/30/2016 11:19,L52Z2,A,0.4,0.4886
7/30/2016 11:29,J71DE,A,0.4,0.4727
7/30/2016 11:39,J71E2,A,0.4,0.5282
7/30/2016 11:49,J71FG,A,0.4,0.4192
7/30/2016 11:59,K93TW,A,0.4,0.4756
7/30/2016 12:09,J71CC,A,0.4,0.4341
7/30/2016 12:19,L52ZM,A,0.4,0.4569
7/30/2016 12:29,J71EC,A,0.4,0.5192
7/30/2016 12:39,7R0C0,A,0.4,0.5708
7/30/2016 12:49,7R0BY,A,0.4,0.5635
7/30/2016 12:59,J71EQ,A,0.4,0.4922
7/30/2016 13:09,L52WE,A,0.4,0.5104
7/30/2016 13:19,J71DY,A,0.4,0.4475
7/30/2016 13:29,J71GK,A,0.4,0.4664
7/30/2016 13:39,L52PE,A,0.4,0.4798
7/30/2016 13:49,L52WM,A,0.4,0.4368
7/30/2016 13:59,L52ZI,A,0.4,0.3964
7/30/2016 14:09,K93UM,A,0.4,0.442
7/30/2016 14:19,J71DG,A,0.4,0.4624
7/30/2016 14:29,K93TQ,A,0.4,0.5007
7/30/2016 14:39,1A10M,A,0.4,0.5487
7/30/2016 14:49,K93TM,A,0.4,0.5305
7/30/2016 14:59,K93OA,A,0.4,0.4693
7/30/2016 15:09,7V2X4,A,0.4,0.4037
7/30/2016 15:19,J71DM,A,0.4,0.4529
7/30/2016 15:29,J718O,A,0.4,0.4265
7/30/2016 15:39,L52X6,A,0.4,0.4528
7/30/2016 15:49,L52VU,A,0.4,0.5007
7/30/2016 15:59,L52XQ,A,0.4,0.4341
7/30/2016 16:09,J71EW,A,0.4,0.4548
7/30/2016 16:19,L52YM,A,0.4,0.4493
7/30/2016 16:29,J71FK,A,0.4,0.4718
7/30/2016 16:39,1S0LU,A,0.4,0.4894
7/30/2016 16:49,K93WC,A,0.4,0.5349
7/30/2016 16:59,J71F2,A,0.4,0.4406
7/30/2016 17:09,5F0XQ,A,0.4,0.6509
7/30/2016 17:19,L52YY,A,0.4,0.4382
7/30/2016 17:29,L533S,A,0.4,0.4603
7/30/2016 17:39,L52WG,A,0.4,0.4972
7/30/2016 17:49,L52X8,A,0.4,0.4507
7/30/2016 17:59,J71D2,A,0.4,0.4499
7/30/2016 18:09,K93V0,A,0.4,0.4595
7/30/2016 18:19,J719U,A,0.4,0.3887
7/30/2016 18:29,L52V8,A,0.4,0.4403
7/30/2016 18:39,L52WU,A,0.4,0.4777
7/30/2016 18:49,L52X2,A,0.4,0.4451
7/30/2016 18:59,L52XU,A,0.4,0.4546
7/30/2016 19:09,2V1AW,A,0.4,0.4781
7/30/2016 19:19,L52W4,A,0.4,0.4541
7/30/2016 19:29,L52VY,A,0.4,0.4516
7/30/2016 19:39,L52Z6,A,0.4,0.4102
7/30/2016 19:49,J71FU,A,0.4,0.3516
7/30/2016 19:59,L52YK,A,0.4,0.4743
7/30/2016 20:09,J71FA,A,0.4,0.5182
7/30/2016 20:19,J71K2,A,0.4,0.4598
7/30/2016 20:29,L52ZA,A,0.4,0.4593
7/30/2016 20:39,L52ZE,A,0.4,0.4496
7/30/2016 20:49,J71CY,A,0.4,0.46
7/30/2016 20:59,N800Y,A,0.4,0.5315
7/30/2016 21:09,N800W,A,0.4,0.5225
7/30/2016 21:19,K93PU,A,0.4,0.4784
7/30/2016 21:29,L52ZU,A,0.4,0.4173
7/30/2016 21:39,W200Q,A,0.4,0.5424
7/30/2016 21:49,2V1AY,A,0.4,0.5242
7/30/2016 21:59,2V1B2,A,0.4,0.4521
7/30/2016 22:09,N802C,A,0.4,0.5338
7/30/2016 22:19,J71I8,A,0.4,0.3807
7/30/2016 22:29,W200S,A,0.4,0.5293
7/30/2016 22:39,N8022,A,0.4,0.5617
7/30/2016 22:49,L52SO,A,0.4,0.429
7/30/2016 22:59,J71G4,A,0.4,0.4177
7/30/2016 23:09,J71GI,A,0.4,0.4655
7/30/2016 23:19,J71G6,A,0.4,0.4621
7/30/2016 23:29,J71IA,A,0.4,0.4976
7/30/2016 23:39,J71DU,A,0.4,0.6233
7/30/2016 23:49,J71JS,A,0.4,0.442
7/30/2016 23:59,J71G2,A,0.4,0.4193
7/31/2016 0:09,K93BS,A,0.4,0.4911
7/31/2016 0:19,K93XG,A,0.4,0.4428
7/31/2016 0:29,K944S,A,0.4,0.4135
7/31/2016 0:39,J70ZE,A,0.4,0.3918
7/31/2016 0:49,J71IY,A,0.4,0.4738
7/31/2016 0:59,J71FS,A,0.4,0.5002
7/31/2016 1:09,L532U,A,0.4,0.4865
7/31/2016 1:19,K93OC,A,0.4,0.4773
7/31/2016 1:29,N800C,A,0.4,0.4478
7/31/2016 1:39,8M106,A,0.4,0.4393
7/31/2016 1:49,5F0XK,A,0.4,0.53
7/31/2016 1:59,7V2X0,A,0.4,0.4814
7/31/2016 2:09,G90M6,A,0.4,0.4657
7/31/2016 2:19,L530Q,A,0.4,0.4521
7/31/2016 2:29,5F0XM,A,0.4,0.6161
7/31/2016 2:39,4X1PK,A,0.4,0.6451
7/31/2016 2:49,2V1B0,A,0.4,0.5122
7/31/2016 2:59,J71FY,A,0.4,0.4998
7/31/2016 3:09,L5306,A,0.4,0.4667
7/31/2016 3:19,J71DS,A,0.4,0.5082
7/31/2016 3:29,J718S,A,0.4,0.4308
7/31/2016 3:39,J71GC,A,0.4,0.5392
7/31/2016 3:49,L52WO,A,0.4,0.4282
7/31/2016 3:59,J70YW,A,0.4,0.5127
7/31/2016 4:09,J71FO,A,0.4,0.4914
7/31/2016 4:19,J71GM,A,0.4,0.4289
7/31/2016 4:29,W200K,A,0.4,0.5858
7/31/2016 4:39,L531K,A,0.4,0.4853
7/31/2016 4:49,K93VG,A,0.4,0.4942
7/31/2016 4:59,K93TU,A,0.4,0.5316
7/31/2016 5:09,J71GG,A,0.4,0.4264
7/31/2016 5:19,K93WI,A,0.4,0.3899
7/31/2016 5:29,L52YO,A,0.4,0.4926
7/31/2016 5:39,J71GO,A,0.4,0.4199
7/31/2016 5:49,L530A,A,0.4,0.3661
7/31/2016 5:59,N8024,A,0.4,0.5594
7/31/2016 6:09,W200U,A,0.4,0.4495
7/31/2016 6:19,K93V8,A,0.4,0.4781
7/31/2016 6:29,5F0YC,A,0.4,0.5431
7/31/2016 6:39,8M18M,A,0.4,0.512
7/31/2016 6:49,8M18Q,A,0.4,0.6535
7/31/2016 6:59,L52ZS,A,0.4,0.4187
7/31/2016 7:09,L534A,A,0.4,0.5217
7/31/2016 7:19,J71GU,A,0.4,0.5041
7/31/2016 7:29,L530G,A,0.4,0.3673
7/31/2016 7:39,Y3038,A,0.4,0.5153
7/31/2016 7:49,Y303U,A,0.4,0.4917
7/31/2016 7:59,L534I,A,0.4,0.4685
7/31/2016 8:09,K93Y4,A,0.4,0.3897
7/31/2016 8:19,8M18O,A,0.4,0.6707
7/31/2016 8:29,L5308,A,0.4,0.4171
7/31/2016 8:39,7V2WY,A,0.4,0.4555
7/31/2016 8:49,Y303M,A,0.4,0.4726
7/31/2016 8:59,J71FM,A,0.4,0.4469
7/31/2016 9:09,J71K8,A,0.4,0.4403
7/31/2016 9:19,J71H4,A,0.4,0.4774
7/31/2016 9:29,7R0BW,A,0.4,0.4559
7/31/2016 9:39,W200M,A,0.4,0.4742
7/31/2016 9:49,Y3034,A,0.4,0.4405
7/31/2016 9:59,K93XE,A,0.4,0.4183
7/31/2016 10:09,K93V6,A,0.4,0.4453
7/31/2016 10:19,L530O,A,0.4,0.4586
7/31/2016 10:29,J71M8,A,0.4,0.4871
7/31/2016 10:39,J71GA,A,0.4,0.4723
7/31/2016 10:49,K93XO,A,0.4,0.4472
7/31/2016 10:59,K93TY,A,0.4,0.5209
7/31/2016 11:09,K93VC,A,0.4,0.4394
7/31/2016 11:19,K93VE,A,0.4,0.4504
7/31/2016 11:29,K93PO,A,0.4,0.5021
7/31/2016 11:39,J71G8,A,0.4,0.4828
7/31/2016 11:49,Y303I,A,0.4,0.5165
7/31/2016 11:59,W200I,A,0.4,0.4994
7/31/2016 12:09,J71H6,A,0.4,0.4787
7/31/2016 12:19,L5326,A,0.4,0.4918
7/31/2016 12:29,K93UG,A,0.4,0.444
7/31/2016 12:39,J71KA,A,0.4,0.4672
7/31/2016 12:49,J71H2,A,0.4,0.4786
7/31/2016 12:59,7V2X2,A,0.4,0.4928
7/31/2016 13:09,L52RW,A,0.4,0.482
7/31/2016 13:19,L52Q2,A,0.4,0.4471
7/31/2016 13:29,L52ZG,A,0.4,0.3822
7/31/2016 13:39,L52TQ,A,0.4,0.4622
7/31/2016 13:49,L52PC,A,0.4,0.4649
7/31/2016 13:59,L534E,A,0.4,0.4734
7/31/2016 14:09,J712S,A,0.4,0.4061
7/31/2016 14:19,J90BI,A,0.4,0.4608
7/31/2016 14:29,J90BK,A,0.4,0.4349
7/31/2016 14:39,L530K,A,0.4,0.4584
7/31/2016 14:49,K93XQ,A,0.4,0.4916
7/31/2016 14:59,J717A,A,0.4,0.4385
7/31/2016 15:09,J71GQ,A,0.4,0.4541
7/31/2016 15:19,J71KW,A,0.4,0.4709
7/31/2016 15:29,L534U,A,0.4,0.438
7/31/2016 15:39,K93XW,A,0.4,0.4667
7/31/2016 15:49,K93WQ,A,0.4,0.4206
7/31/2016 15:59,L52ZQ,A,0.4,0.4312
7/31/2016 16:09,K93OW,A,0.4,0.4609
7/31/2016 16:19,G90MM,A,0.4,0.4523
7/31/2016 16:29,K943G,A,0.4,0.4649
7/31/2016 16:39,J71FC,A,0.4,0.4636
7/31/2016 16:49,J90BS,A,0.4,0.4273
7/31/2016 16:59,K93US,A,0.4,0.4567
7/31/2016 17:09,K93WK,A,0.4,0.4465
7/31/2016 17:19,K941W,A,0.4,0.4226
7/31/2016 17:29,K942C,A,0.4,0.4834
7/31/2016 17:39,K944A,A,0.4,0.4397
7/31/2016 17:49,K93X8,A,0.4,0.5125
7/31/2016 17:59,L52T2,A,0.4,0.4161
7/31/2016 18:09,K93WU,A,0.4,0.5381
7/31/2016 18:19,L530I,A,0.4,0.4257
7/31/2016 18:29,K93XS,A,0.4,0.4476
7/31/2016 18:39,L52ZY,A,0.4,0.5067
7/31/2016 18:49,K93WG,A,0.4,0.4454
7/31/2016 18:59,K93WE,A,0.4,0.4799
7/31/2016 19:09,K93PW,A,0.4,0.5019
7/31/2016 19:19,J71AE,A,0.4,0.4578
7/31/2016 19:29,L5338,A,0.4,0.4058
7/31/2016 19:39,L5310,A,0.4,0.4462
7/31/2016 19:49,K93VM,A,0.4,0.4523
7/31/2016 19:59,J71IW,A,0.4,0.4185
7/31/2016 20:09,Y3032,A,0.4,0.4649
7/31/2016 20:19,K93WY,A,0.4,0.4564
7/31/2016 20:29,K93X6,A,0.4,0.4508
7/31/2016 20:39,K93Y6,A,0.4,0.3897
7/31/2016 20:49,K93XC,A,0.4,0.4013
7/31/2016 20:59,7F3A8,A,0.4,0.4863
7/31/2016 21:09,L5312,A,0.4,0.3731
7/31/2016 21:19,G90MI,A,0.4,0.45
7/31/2016 21:29,L5316,A,0.4,0.4436
7/31/2016 21:39,K93XU,A,0.4,0.4268
7/31/2016 21:49,K93Y2,A,0.4,0.4121
7/31/2016 21:59,L5302,A,0.4,0.4592
7/31/2016 22:09,K93W0,A,0.4,0.4305
7/31/2016 22:19,W2006,A,0.4,0.4786
7/31/2016 22:29,7F3AE,A,0.4,0.5901
7/31/2016 22:39,7F3AC,A,0.4,0.4813
7/31/2016 22:49,W200A,A,0.4,0.5131
7/31/2016 22:59,7F3AA,A,0.4,0.5616
7/31/2016 23:09,W200C,A,0.4,0.3844
7/31/2016 23:19,J71HE,A,0.4,0.4638
7/31/2016 23:29,J71GY,A,0.4,0.4256
7/31/2016 23:39,J71HA,A,0.4,0.507
7/31/2016 23:49,K93XY,A,0.4,0.4619
7/31/2016 23:59,L534G,A,0.4,0.4936
8/1/2016 0:09,K93V2,A,0.4,0.4238
8/1/2016 0:19,J71J0,A,0.4,0.4485
8/1/2016 0:29,L52VQ,A,0.4,0.476
8/1/2016 0:39,K93D8,A,0.4,0.4309
8/1/2016 0:49,L531I,A,0.4,0.4803
8/1/2016 0:59,J90EG,A,0.4,0.4752
8/1/2016 1:09,K93VO,A,0.4,0.5144
8/1/2016 1:19,J90EQ,A,0.4,0.4456
8/1/2016 1:29,J90ES,A,0.4,0.5371
8/1/2016 1:39,J90EK,A,0.4,0.4264
8/1/2016 1:49,J90EI,A,0.4,0.3967
8/1/2016 1:59,J71JG,A,0.4,0.4444
8/1/2016 2:09,G90MG,A,0.4,0.3867
8/1/2016 2:19,J90EM,A,0.4,0.4384
8/1/2016 2:29,J71M2,A,0.4,0.4377
8/1/2016 2:39,J71IS,A,0.4,0.4999
8/1/2016 2:49,J71HU,A,0.4,0.4531
8/1/2016 2:59,K93U4,A,0.4,0.4602
8/1/2016 3:09,K93VY,A,0.4,0.4139
8/1/2016 3:19,K93UU,A,0.4,0.4972
8/1/2016 3:29,L533Y,A,0.4,0.4824
8/1/2016 3:39,J90EO,A,0.4,0.5387
8/1/2016 3:49,L530U,A,0.4,0.4441
8/1/2016 3:59,L534S,A,0.4,0.4027
8/1/2016 4:09,L530E,A,0.4,0.4465
8/1/2016 4:19,L5304,A,0.4,0.4885
8/1/2016 4:29,L530W,A,0.4,0.4294
8/1/2016 4:39,K93VQ,A,0.4,0.4766
8/1/2016 4:49,L531M,A,0.4,0.4367
8/1/2016 4:59,7I052,A,0.4,0.4975
8/1/2016 5:09,L52W2,A,0.4,0.4802
8/1/2016 5:19,J71JU,A,0.4,0.5322
8/1/2016 5:29,1S0MC,A,0.4,0.4568
8/1/2016 5:39,K93X0,A,0.4,0.409
8/1/2016 5:49,K93FI,A,0.4,0.4349
8/1/2016 5:59,L530S,A,0.4,0.4589
8/1/2016 6:09,K938S,A,0.4,0.424
8/1/2016 6:19,7I04Y,A,0.4,0.6596
8/1/2016 6:29,J718G,A,0.4,0.4749
8/1/2016 6:39,K93Y8,A,0.4,0.4639
8/1/2016 6:49,K93XM,A,0.4,0.4461
8/1/2016 6:59,9ZAK0,A,0.4,0.5394
8/1/2016 7:09,K942Q,A,0.4,0.4618
8/1/2016 7:19,7I054,A,0.4,0.4558
8/1/2016 7:29,7I050,A,0.4,0.5596
8/1/2016 7:39,9ZAJY,A,0.4,0.5631
8/1/2016 7:49,9ZAJM,A,0.4,0.3985
8/1/2016 7:59,7I04W,A,0.4,0.6482
8/1/2016 8:09,J71I4,A,0.4,0.4151
8/1/2016 8:19,K93WM,A,0.4,0.5153
8/1/2016 8:29,K93W6,A,0.4,0.4614
8/1/2016 8:39,J712O,A,0.4,0.5472
8/1/2016 8:49,L531G,A,0.4,0.4165
8/1/2016 8:59,J71GS,A,0.4,0.468
8/1/2016 9:09,J71J8,A,0.4,0.4653
8/1/2016 9:19,7I056,A,0.4,0.4835
8/1/2016 9:29,9ZAI4,A,0.4,0.4895
8/1/2016 9:39,7I04U,A,0.4,0.5879
8/1/2016 9:49,9ZAJS,A,0.4,0.5232
8/1/2016 9:59,J90BG,A,0.4,0.4259
8/1/2016 10:09,J71G0,A,0.4,0.4597
8/1/2016 10:19,L531C,A,0.4,0.4961
8/1/2016 10:29,J71HW,A,0.4,0.4783
8/1/2016 10:39,J71IO,A,0.4,0.4586
8/1/2016 10:49,L533I,A,0.4,0.4543
8/1/2016 10:59,L52RS,A,0.4,0.4853
8/1/2016 11:09,L52PW,A,0.4,0.4711
8/1/2016 11:19,L52O8,A,0.4,0.4842
8/1/2016 11:29,L52WI,A,0.4,0.5109
8/1/2016 11:39,L5314,A,0.4,0.4293
8/1/2016 11:49,L52NQ,A,0.4,0.4593
8/1/2016 11:59,J71HS,A,0.4,0.4576
8/1/2016 12:09,J71IG,A,0.4,0.5041
8/1/2016 12:19,9ZAIC,A,0.4,0.6153
8/1/2016 12:29,W200G,A,0.4,0.5587
8/1/2016 12:39,9ZAI6,A,0.4,0.5208
8/1/2016 12:49,9ZAIE,A,0.4,0.5433
8/1/2016 12:59,9ZAJO,A,0.4,0.6209
8/1/2016 13:09,9ZAI8,A,0.4,0.4498
8/1/2016 13:19,K944K,A,0.4,0.5476
8/1/2016 13:29,K93XK,A,0.4,0.4788
8/1/2016 13:39,9ZAIA,A,0.4,0.5723
8/1/2016 13:49,9ZAJK,A,0.4,0.5815
8/1/2016 13:59,9ZAIG,A,0.4,0.6091
8/1/2016 14:09,9ZAJU,A,0.4,0.545
8/1/2016 14:19,9ZAJQ,A,0.4,0.4917
8/1/2016 14:29,9ZAJW,A,0.4,0.5244
8/1/2016 14:39,K93YU,A,0.4,0.5662
8/1/2016 14:49,9ZAK6,A,0.4,0.4909
8/1/2016 14:59,L532I,A,0.4,0.4945
8/1/2016 15:09,K94F6,A,0.4,0.4485
8/1/2016 15:19,7I05A,A,0.4,0.4906
8/1/2016 15:29,L532G,A,0.4,0.4811
8/1/2016 15:39,J71I6,A,0.4,0.4566
8/1/2016 15:49,G90QS,A,0.4,0.5172
